f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,label,label_flip
2,41,94.3622,0,1,0,100,0,1,399,0,1,1,3,0,1,0,241,588,1096,988,0,0
0,37,82.97899,0,1,0,100,0,1,1102,1,1,1,1,0,0,0,192,458,1154,1056,1,1
2,43,71.533,0,1,0,100,0,1,0,0,1,1,1,0,0,0,269,337,1554,968,1,0
2,43,67.46804,0,0,0,90,0,1,0,1,1,0,3,0,0,0,433,566,1124,571,1,0
3,33,88.25303,0,1,0,100,0,0,2,0,0,0,1,0,1,0,226,473,961,898,0,0
0,34,81.48396,0,1,0,100,1,1,264,0,1,1,2,0,1,0,164,656,645,500,1,0
0,28,76.49389,0,0,0,82,0,1,1013,0,1,1,3,0,1,0,345,386,543,739,0,0
0,39,70.06843,0,1,0,100,0,1,11,0,1,1,3,0,1,0,270,620,1883,843,1,1
2,36,65.78646,0,1,0,90,0,0,16,0,1,1,3,0,1,0,402,720,949,1525,1,0
0,31,65.78191,0,1,0,81,0,1,503,1,0,1,2,0,0,1,202,183,1306,751,1,1
0,34,66.31017,0,0,0,100,0,1,294,0,1,1,3,0,0,0,343,562,887,1691,1,1
0,37,73.38533,0,1,0,100,0,1,0,0,1,1,1,0,0,0,520,377,1233,822,1,1
0,35,66.52494,0,0,0,90,0,1,1287,0,1,1,3,0,0,0,292,437,594,784,0,0
3,26,58.31686,0,1,0,80,0,1,879,0,1,1,3,0,1,0,668,402,1236,886,1,0
3,28,75.116,0,0,0,100,0,1,889,0,1,1,3,1,0,0,309,258,939,1534,1,1
0,34,86.26396,0,1,0,100,0,1,879,0,1,1,3,1,0,0,449,493,2468,573,1,0
3,42,99.12866,0,1,0,90,0,1,347,0,1,1,2,0,1,1,638,389,1276,791,1,0
3,29,80.38804,0,1,0,90,0,0,0,0,1,0,1,0,0,0,256,345,771,946,1,0
3,43,76.70772,0,1,0,90,0,1,397,0,1,1,3,0,1,0,266,322,476,1279,0,0
0,35,82.41346,0,1,0,100,0,1,0,1,1,1,1,0,0,0,346,306,751,650,1,0
0,31,62.04452,1,0,0,100,0,1,0,0,1,0,2,0,1,0,226,637,1260,1366,0,0
0,46,85.59345,0,0,0,90,0,0,3,1,1,0,1,0,0,1,387,727,852,1771,1,0
1,32,112.004,0,0,0,100,0,1,215,0,1,1,2,0,1,0,279,367,908,1699,1,0
0,34,83.73566,0,1,0,100,0,1,175,1,1,1,2,0,0,0,382,324,680,460,1,0
2,31,67.09577,0,1,0,100,0,0,0,0,1,0,1,0,1,0,250,759,1131,421,0,0
2,37,80.35142,0,0,0,90,0,0,14,0,0,0,1,0,1,1,244,461,812,805,1,0
2,31,88.20765,0,0,0,100,0,1,1625,0,0,1,3,0,1,0,190,230,669,968,1,1
1,40,60.64497,0,0,0,100,0,1,1326,0,0,1,3,0,0,0,226,336,787,477,1,0
2,35,82.07598,0,1,0,100,0,0,0,1,0,0,1,0,1,0,259,307,2062,368,0,0
0,38,68.8962,0,1,0,90,0,0,25,0,1,0,1,0,1,0,250,357,885,766,1,1
3,31,53.87668,0,1,0,100,0,1,119,0,1,1,3,0,1,0,326,459,992,1355,1,1
2,33,96.47179,0,1,0,100,0,0,294,0,1,0,1,0,0,0,407,347,1253,886,1,1
1,36,72.35693,0,0,0,100,0,1,0,0,0,0,1,0,1,0,284,740,1346,614,0,0
0,23,70.87611,1,1,0,100,1,0,304,0,1,0,3,0,1,0,164,430,663,433,1,1
2,28,71.80046,0,1,0,100,0,0,0,1,1,0,1,0,1,1,226,402,358,1001,0,0
2,39,70.96978,0,1,1,100,0,1,0,0,1,0,1,0,0,1,333,328,637,338,1,0
2,29,67.93849,0,0,0,100,0,1,1012,0,0,1,2,0,1,0,355,333,1188,574,1,1
2,29,59.90401,0,1,1,100,0,1,523,0,1,1,3,0,1,1,227,398,865,978,1,0
0,35,61.91681,0,1,0,100,0,1,1277,1,1,1,3,0,1,1,308,414,1921,575,1,0
0,43,76.89426,0,1,0,90,0,1,1228,0,1,1,2,0,1,0,159,469,2584,1030,1,1
0,40,65.09027,0,1,0,90,0,1,0,0,1,1,1,0,1,0,427,322,535,828,0,0
2,42,75.24037,0,1,0,100,0,1,376,0,1,1,3,0,1,1,253,459,665,816,1,0
2,26,94.06522,0,0,0,100,0,0,0,1,0,0,3,0,1,0,371,445,974,872,0,0
0,37,68.66006,0,1,0,100,0,0,896,1,1,1,3,1,1,1,246,305,582,1301,1,0
0,35,80.91492,0,1,0,100,0,1,288,0,1,1,3,0,0,0,239,237,616,1005,1,0
2,27,59.17673,0,0,0,100,0,1,708,0,1,1,3,0,0,0,456,632,2435,528,0,0
1,40,74.53013,0,0,0,100,0,1,887,0,1,1,2,0,1,1,232,403,1741,1161,1,1
3,46,63.8596,0,1,1,90,0,1,897,0,1,1,3,0,1,0,212,626,562,952,1,1
3,19,66.29941,0,1,0,90,0,1,5,0,1,1,2,0,1,1,407,448,610,583,1,0
0,33,89.22488,0,0,1,100,0,1,2,0,1,1,1,1,0,1,243,271,767,1108,1,0
2,38,65.70556,0,0,0,90,0,0,0,0,1,1,1,0,1,0,387,505,1725,1114,0,0
0,40,77.03602,0,0,0,100,0,1,1109,1,0,1,3,0,0,1,377,284,1033,809,1,1
2,39,69.6996,1,0,0,90,0,1,99,1,0,1,3,1,1,1,383,298,1160,532,1,0
0,34,60.62079,0,1,0,100,0,1,374,0,1,1,3,0,1,1,334,467,1024,1401,0,0
3,26,100.09073,1,0,0,100,0,1,1247,0,1,1,3,0,1,1,221,219,1159,813,1,0
0,24,63.60244,0,1,0,100,0,1,70,0,0,1,2,0,0,1,207,299,1455,1372,1,1
0,18,85.83925,0,1,0,100,0,1,348,0,1,1,3,1,0,0,471,196,1722,449,1,1
0,43,63.34512,0,1,0,100,0,0,5,0,1,1,1,1,1,0,490,490,524,750,0,0
1,23,84.05029,0,1,0,100,0,1,0,0,1,1,2,0,1,0,215,617,765,614,0,0
1,40,78.65129,0,1,0,100,0,1,0,1,1,1,2,0,1,0,507,200,775,816,1,1
1,40,66.34409,0,1,1,90,0,1,5,0,1,1,3,0,1,0,240,504,1089,1096,1,0
0,29,68.78724,0,0,0,90,0,1,15,0,0,0,1,0,1,0,293,442,1154,423,1,0
0,31,62.5858,1,0,1,90,0,1,748,0,1,0,2,0,1,1,342,256,829,1051,0,0
3,24,73.643,0,1,0,100,0,0,0,1,1,0,1,0,1,1,214,384,930,499,0,0
2,33,75.71618,0,0,0,100,0,1,976,1,1,1,3,0,1,0,566,499,1768,631,1,1
2,46,74.86776,0,1,0,100,0,1,0,0,1,0,1,0,1,0,357,597,1337,1604,1,0
2,27,90.7016,0,0,0,100,0,1,7,1,0,1,1,0,1,0,221,590,2186,507,0,0
3,40,65.41255,0,1,0,100,0,1,89,0,1,1,3,0,1,0,371,264,627,1118,1,0
2,44,81.27104,0,0,0,100,0,1,737,0,1,1,3,1,0,0,425,328,1307,1541,0,0
0,41,53.54067,0,1,0,100,1,1,946,0,0,1,2,0,1,0,174,510,689,1154,1,1
3,36,80.61293,0,1,0,100,0,1,6,1,1,1,1,0,1,1,366,299,754,574,0,0
3,45,70.22351,0,1,0,100,0,1,290,0,1,1,3,0,1,0,273,285,670,552,1,1
3,27,91.43197,0,1,1,100,0,0,6,1,1,0,1,0,1,0,377,430,864,750,0,0
3,28,69.81,0,1,0,100,0,0,0,0,1,0,1,0,1,1,499,550,921,691,0,0
3,34,76.58733,0,1,0,100,0,1,686,0,1,1,3,0,1,0,227,583,600,450,1,0
0,22,65.8222,0,0,0,100,0,0,8,0,1,0,1,0,0,1,339,332,1063,1109,1,0
0,29,71.85612,0,0,0,100,0,1,868,0,1,1,3,0,1,0,267,355,735,1148,1,0
1,41,61.53247,0,0,0,100,0,1,1457,0,1,1,3,0,1,1,268,508,769,615,1,1
0,37,72.5157,0,0,0,100,0,0,17,0,1,0,1,1,0,0,321,341,2686,1243,0,0
2,42,65.86175,0,1,0,100,0,1,284,0,1,1,3,0,1,0,112,567,574,661,1,1
0,36,68.62952,0,1,0,100,1,0,0,0,1,1,2,0,1,0,273,292,573,464,1,1
1,38,71.79389,0,1,0,100,0,1,890,0,1,1,3,0,1,0,246,270,847,710,1,1
2,41,83.42526,0,1,0,100,0,1,10,0,1,0,1,0,1,0,247,280,1181,948,0,0
3,26,70.21345,0,0,0,100,0,1,0,1,0,0,3,0,1,0,258,535,656,903,1,1
3,44,59.31444,0,0,0,100,0,1,270,0,1,1,2,0,1,1,352,439,801,1048,1,1
2,28,91.69939,0,1,0,90,0,1,642,1,1,0,2,0,1,0,175,451,1171,498,1,1
0,25,77.34422,0,1,0,100,0,1,1,0,1,1,3,0,1,1,507,307,602,817,0,0
0,35,78.35783,0,1,0,100,0,1,813,0,1,1,3,0,1,1,169,315,1839,921,1,0
2,31,74.38314,0,1,1,100,0,0,3,1,1,1,1,0,1,0,420,721,459,897,0,0
0,32,74.81411,0,1,0,100,0,1,229,0,1,1,3,0,0,1,316,380,1290,1208,1,1
0,36,73.02856,0,1,0,100,0,1,0,0,0,0,1,1,0,0,524,372,3040,505,0,0
3,27,63.35357,1,0,0,90,0,1,403,0,1,1,2,0,1,1,332,508,767,1650,1,1
3,27,80.33457,0,1,0,100,0,1,397,0,1,1,2,0,1,1,203,238,660,549,1,0
0,21,75.02338,0,1,0,100,0,1,966,0,1,1,1,0,0,0,254,343,2447,702,1,1
2,34,78.05289,0,1,0,90,0,1,717,0,1,1,3,0,1,0,229,571,1748,715,0,0
1,46,65.26357,0,1,0,100,0,1,412,0,1,1,2,0,0,0,473,770,1017,979,0,0
1,32,54.46744,0,0,0,100,0,1,475,1,0,1,3,0,0,0,223,208,733,804,1,0
0,29,76.79227,0,1,0,100,0,0,12,1,1,1,1,0,1,0,407,395,656,2297,1,0
1,32,90.95273,0,0,0,100,0,1,0,0,1,1,1,1,1,0,408,286,874,684,1,1
1,39,66.52645,0,1,0,100,0,0,0,0,1,0,1,0,1,0,426,674,828,796,0,0
0,36,70.66894,0,1,0,100,0,1,434,0,1,1,3,0,1,0,195,224,717,934,1,0
1,45,65.66118,0,1,0,90,0,0,5,0,1,0,1,0,1,0,441,357,1132,862,0,0
1,34,75.25871,0,1,0,90,0,1,427,0,1,1,3,0,1,0,283,364,1962,1292,1,0
0,36,71.20008,0,0,0,100,0,0,0,1,1,0,3,0,0,0,336,570,927,572,1,1
0,30,65.39103,0,0,0,90,0,1,643,1,1,1,2,0,1,0,418,698,594,547,1,0
2,42,85.51251,0,1,0,90,0,1,88,0,1,1,3,0,1,1,371,517,726,977,1,1
0,31,88.14409,0,0,0,100,0,1,11,1,0,1,1,0,0,0,299,632,1295,547,1,1
0,28,71.41601,0,0,0,100,0,1,493,1,0,1,3,0,1,1,269,380,809,1128,0,0
0,38,69.85471,0,1,0,90,0,1,1140,0,1,1,3,0,1,1,434,481,886,648,1,1
0,45,84.59731,0,1,0,100,0,1,784,1,1,1,2,0,1,0,218,326,1337,1632,1,1
3,36,81.82701,0,1,0,100,0,1,1120,0,1,1,2,1,1,0,205,508,1223,915,1,0
2,44,81.17566,0,1,0,90,0,1,223,0,1,1,3,0,0,1,188,292,1029,1022,1,0
3,24,64.78789,0,1,0,90,0,1,0,1,1,1,1,0,1,0,187,445,599,673,0,0
0,38,93.23881,0,0,0,100,0,1,254,0,1,1,2,0,0,1,305,603,607,341,1,0
0,21,68.38433,0,0,0,100,0,1,326,1,1,1,1,0,0,0,383,305,742,751,1,1
3,34,72.12652,0,1,0,100,0,1,404,1,1,0,3,0,1,0,220,391,1062,1225,1,0
3,34,86.41974,0,0,0,100,0,1,895,0,1,1,3,0,1,1,245,364,1340,661,1,1
2,32,63.21523,0,0,0,100,0,1,0,0,0,1,2,0,1,1,255,210,1159,860,1,0
3,33,70.19597,0,1,0,100,0,0,659,1,1,1,3,0,1,1,308,356,583,1169,0,0
1,26,69.53864,0,1,1,100,0,0,0,1,1,0,1,0,1,0,439,544,785,1050,0,0
2,16,72.67621,0,1,0,100,0,0,0,0,1,0,1,0,0,0,228,510,679,549,0,0
0,27,67.69569,0,0,0,100,0,1,174,0,1,1,3,0,0,0,152,176,1635,870,1,1
1,35,82.22087,0,1,0,79,0,1,916,0,1,1,2,0,0,0,201,435,1126,569,0,0
2,41,76.29268,0,1,0,90,0,1,786,0,1,1,3,0,1,1,412,367,1327,709,0,0
3,26,65.37814,0,0,0,90,0,1,532,0,1,1,2,0,1,0,346,699,951,506,1,0
3,29,83.74668,0,1,0,100,0,0,19,1,0,0,1,0,1,1,465,562,803,979,1,0
0,45,72.7822,0,1,0,90,0,1,98,1,1,0,2,0,1,0,375,487,1287,757,1,0
1,23,93.93977,0,1,0,100,0,0,3,0,0,0,1,0,1,0,234,444,1222,783,0,0
0,27,94.40911,0,0,0,100,0,1,0,1,1,0,1,0,0,0,192,561,752,1432,0,0
0,33,110.2838,0,1,0,100,0,0,0,0,1,0,1,0,0,1,396,434,881,1330,1,1
1,38,70.55023,0,1,1,90,0,0,19,0,1,0,1,0,1,1,324,643,1501,813,0,0
3,36,62.29696,0,0,0,90,0,0,27,1,1,0,1,0,1,1,567,456,745,606,0,0
0,38,84.05901,0,1,0,90,0,0,0,0,1,0,1,1,0,1,350,502,813,792,1,1
1,41,58.16911,0,0,1,90,0,1,761,1,0,1,2,1,1,1,180,396,834,892,1,0
0,36,97.98283,0,1,0,90,0,0,11,0,1,0,1,0,1,0,365,503,804,1046,1,0
1,34,83.00543,0,1,0,90,0,1,238,0,0,1,3,0,0,1,311,288,711,465,0,0
0,30,56.0058,0,1,0,100,0,1,349,1,1,1,3,1,0,0,209,352,748,917,1,0
1,20,104.54162,0,1,0,100,0,1,14,0,1,0,1,0,1,0,240,344,1077,409,0,0
0,41,76.80222,0,0,1,80,0,1,788,1,0,1,3,0,0,0,389,383,612,816,1,1
2,34,78.15018,0,1,0,100,0,1,0,1,0,1,2,0,0,0,193,523,1953,1736,1,1
3,36,85.82288,0,0,0,100,0,1,91,0,1,1,3,0,0,0,441,425,540,616,1,0
0,30,71.16653,0,0,1,90,0,1,719,1,1,1,3,0,0,0,296,466,978,830,1,0
3,22,63.02087,0,0,0,83,0,0,1,1,1,0,1,0,1,0,367,501,1656,739,0,0
0,33,80.06279,0,1,0,100,0,1,293,0,1,1,3,0,1,0,453,335,684,955,0,0
2,40,80.4857,0,1,0,90,0,1,841,1,1,1,3,0,1,0,185,288,711,465,1,0
0,31,65.16543,0,0,1,100,0,0,0,1,1,0,2,0,0,0,259,563,1883,1034,1,0
3,37,72.18346,0,1,0,100,0,0,0,0,1,0,1,0,1,0,481,775,1310,518,1,1
2,33,87.16692,0,0,1,90,0,0,0,1,1,0,1,0,0,1,488,381,1261,709,1,0
2,52,66.99099,0,1,0,90,0,1,1323,0,1,1,3,0,1,0,186,322,1076,652,1,1
0,33,48.62709,0,0,0,90,0,1,417,0,1,1,3,0,1,0,263,385,1464,1014,1,1
3,17,76.9068,0,1,0,100,0,1,1022,0,1,1,1,1,1,0,222,312,1158,962,1,1
0,42,68.3976,0,1,1,100,0,1,895,0,1,1,2,0,1,0,286,457,817,814,1,0
3,38,74.14894,0,0,1,100,0,1,740,1,0,0,2,0,1,0,341,320,553,773,0,0
0,36,77.38603,0,1,0,100,0,0,16,1,1,0,1,0,1,0,339,718,692,775,1,0
3,30,61.37486,0,0,0,100,0,1,107,1,1,1,3,0,1,0,267,466,762,289,1,1
3,29,66.11496,1,1,0,90,0,1,125,0,1,1,3,0,1,1,214,265,1356,915,1,0
2,51,84.36846,0,1,0,90,0,1,874,0,1,1,3,0,1,0,230,328,1339,513,1,1
0,40,95.16466,0,0,0,100,0,0,771,0,1,0,1,0,0,1,572,614,1323,1027,0,0
3,31,62.33436,0,1,0,100,0,0,4,1,1,0,1,0,1,0,380,375,1965,1367,0,0
0,34,72.09961,0,1,0,100,0,1,904,0,1,1,3,0,0,1,256,304,1875,1122,0,0
1,19,76.02771,0,1,0,100,0,0,10,1,1,0,3,0,0,0,312,414,826,1217,0,0
0,24,74.37442,0,0,0,100,0,1,516,1,1,1,3,0,0,0,212,432,640,1129,1,0
1,45,78.45292,0,0,1,90,0,1,867,0,1,1,3,0,1,0,186,450,470,476,1,1
2,37,79.00011,0,1,0,90,0,1,167,0,1,1,3,0,1,0,243,596,883,748,0,0
2,36,91.6639,0,1,0,100,0,1,1305,0,0,1,3,0,1,0,279,308,817,1029,1,0
3,28,65.26513,0,1,0,100,0,1,218,1,1,1,3,0,0,0,358,237,609,475,1,0
1,32,74.36619,0,1,0,100,0,1,957,0,1,1,3,0,1,0,427,495,838,682,0,0
0,42,79.59422,0,1,0,90,0,1,432,0,1,1,3,1,1,0,229,253,980,996,1,0
0,34,68.96364,0,1,0,90,0,1,960,0,0,1,3,0,1,0,385,306,533,707,1,1
3,28,70.06351,0,0,0,90,0,1,882,0,0,1,3,0,1,1,257,410,729,695,1,1
3,32,72.07198,0,0,0,100,0,1,423,1,1,1,3,0,0,0,259,217,511,1237,1,0
0,27,68.73905,0,0,0,100,0,0,12,0,1,1,1,0,1,0,396,570,685,599,1,0
1,35,89.8792,0,1,0,100,0,1,95,0,1,1,2,1,1,0,437,862,670,1140,1,1
2,40,66.3118,0,0,0,90,0,1,843,0,1,1,3,0,1,0,389,222,828,610,1,1
3,36,88.4871,0,1,0,100,0,0,0,0,0,0,3,0,0,0,335,263,534,1072,1,1
2,24,67.42897,0,0,0,100,0,0,130,0,1,1,2,0,1,1,333,435,638,547,1,1
3,12,69.42412,0,0,0,100,0,1,752,1,1,1,3,0,0,1,236,605,1337,881,1,0
2,31,63.87397,0,0,0,90,0,1,1821,0,1,1,3,0,1,0,401,401,462,503,1,1
1,29,64.44097,0,1,0,100,0,0,0,0,1,0,1,0,1,0,252,616,428,663,0,0
0,39,72.59324,0,0,0,100,0,1,944,0,0,1,3,0,1,1,108,332,1548,976,1,0
3,32,70.96735,0,1,1,90,0,1,460,0,1,1,2,0,1,0,569,409,1020,785,0,0
3,30,72.7763,0,1,0,100,0,0,0,0,1,0,1,0,1,1,286,810,852,457,0,0
3,32,78.29528,0,1,0,100,0,0,51,0,1,0,1,0,1,0,192,532,2287,1133,1,1
0,26,84.43689,0,0,0,100,0,1,9,0,1,1,3,0,1,0,376,695,1537,1255,0,0
2,28,64.94443,0,0,0,100,0,1,205,1,1,1,3,0,1,0,267,288,733,695,1,1
0,36,61.26018,0,1,0,100,0,1,1078,0,1,1,3,0,0,0,167,575,670,656,1,0
3,29,78.96807,1,0,0,100,0,1,1064,0,0,1,3,0,1,0,230,393,1125,938,0,0
3,43,73.79311,0,1,0,90,0,1,828,0,1,1,2,0,1,0,187,162,1074,866,1,0
2,29,66.28588,0,0,0,100,0,1,508,0,1,0,3,0,1,0,246,444,962,890,0,0
0,34,69.39523,0,0,0,100,0,1,321,0,1,1,3,0,1,0,221,287,530,415,1,1
3,36,90.38979,0,0,0,100,1,1,933,0,1,1,2,0,1,1,444,339,585,1100,0,0
3,37,64.05435,0,1,0,100,0,0,11,1,1,0,1,0,1,0,433,467,615,1275,0,0
3,29,73.2302,0,1,0,80,0,1,882,0,0,1,3,0,1,0,187,272,1813,709,1,1
2,31,62.12048,0,1,0,90,0,1,776,0,1,1,3,0,1,1,244,255,806,571,1,1
0,31,76.03392,0,0,1,100,0,1,427,0,0,0,1,0,0,0,433,281,1504,540,0,0
3,27,62.19498,0,0,0,90,0,1,0,1,1,0,2,0,1,1,255,573,537,1494,1,1
3,31,92.50395,0,1,0,100,0,1,1597,0,1,1,3,0,1,0,271,455,1227,537,1,0
2,36,78.73936,0,0,0,100,0,1,522,0,1,1,3,0,1,1,285,283,1913,1249,1,0
2,42,90.75355,1,0,0,90,1,1,862,0,1,1,3,0,1,0,208,488,2300,607,1,1
3,33,55.88168,1,1,0,100,0,1,14,1,1,1,1,0,1,0,284,638,758,433,1,0
0,26,82.03653,0,0,0,100,0,0,7,1,1,0,1,0,1,1,399,837,650,910,0,0
0,40,77.06072,0,0,0,100,0,1,0,0,0,1,1,0,1,1,230,649,983,1551,0,0
3,41,66.02885,0,1,0,100,0,0,72,0,1,1,2,0,1,1,200,461,877,756,1,1
2,25,79.77353,0,1,1,100,0,0,0,0,1,0,1,0,1,0,373,566,2439,970,0,0
3,34,86.59698,0,1,0,90,1,1,884,0,0,1,3,0,1,0,495,511,521,745,1,1
3,28,84.70085,0,1,0,100,0,1,887,0,1,1,3,1,1,0,359,181,1223,1453,1,0
3,23,62.47768,0,1,0,100,0,1,0,1,1,1,3,0,1,1,298,342,799,772,1,0
3,23,68.37735,0,1,0,100,0,0,9,0,1,0,1,0,1,1,338,711,2583,1201,1,1
3,49,68.09457,0,1,0,100,0,1,943,0,1,1,2,0,1,0,405,322,672,1086,0,0
0,36,81.81535,0,1,0,90,0,1,939,1,1,1,3,0,1,0,250,320,1033,443,1,1
3,39,82.16483,0,1,0,100,0,0,10,0,1,0,1,0,1,0,435,675,2310,995,0,0
2,36,84.87213,0,0,0,100,0,1,274,0,1,1,3,0,1,0,337,434,2308,682,1,1
0,36,83.84995,0,1,0,90,0,1,389,1,1,1,2,0,1,1,261,342,1254,1006,1,1
1,34,60.43237,0,1,0,100,0,1,807,0,1,1,2,0,1,1,202,381,1067,1482,1,0
3,35,78.56933,0,1,0,100,0,0,0,0,1,0,1,0,1,0,448,410,698,603,0,0
0,28,65.40711,0,0,1,100,0,0,903,1,0,1,3,0,0,1,156,442,1346,1629,1,0
2,43,51.19849,0,0,0,80,0,1,1417,1,0,1,2,0,1,0,206,275,1063,955,0,0
0,23,75.24964,0,0,0,100,0,0,2,1,1,0,1,0,0,1,331,652,683,918,1,1
0,41,62.90948,0,1,0,100,0,1,13,1,1,1,2,0,0,0,236,391,557,932,1,1
3,30,65.58336,0,0,1,100,0,1,1,0,1,0,3,0,1,1,344,380,747,1571,1,0
3,38,85.62118,0,1,0,90,0,0,290,0,1,1,3,0,1,0,235,417,1161,983,1,0
0,33,76.38467,0,0,0,100,0,0,764,0,0,0,1,0,0,1,465,519,824,817,0,0
3,47,68.83026,0,1,1,100,0,1,440,0,1,1,2,1,1,0,204,637,1446,1055,1,0
1,26,66.96587,0,1,1,100,0,1,169,0,0,1,3,0,1,1,286,260,836,1153,1,1
2,39,77.77208,0,1,0,100,0,1,407,0,0,1,2,0,1,0,228,322,2133,1107,1,1
0,37,86.98903,0,0,0,90,0,0,0,0,0,0,3,0,1,1,479,565,1553,599,0,0
3,34,73.66701,0,1,0,90,0,0,1,0,1,1,1,0,1,1,311,412,818,1269,0,0
3,34,68.31388,0,1,0,100,0,1,880,0,1,1,3,0,0,0,232,337,879,910,1,1
3,33,65.2009,0,1,0,90,0,0,84,0,0,0,1,0,1,0,398,464,454,607,0,0
0,47,75.45054,0,0,0,100,0,1,0,0,1,1,1,0,1,0,350,641,866,584,0,0
0,30,59.5254,0,0,0,100,0,1,22,1,1,0,1,0,0,1,430,272,675,923,0,0
2,37,65.01062,0,0,0,90,0,0,6,1,1,0,1,0,1,0,586,540,802,548,0,0
3,24,70.47716,0,1,0,100,1,1,757,0,1,1,3,0,1,1,266,333,1065,677,1,1
0,26,71.77669,0,1,0,100,0,0,189,1,0,0,1,1,0,0,428,236,707,610,1,0
2,37,75.0945,0,1,0,90,0,1,144,0,1,1,3,0,1,0,455,326,1433,639,1,1
1,37,57.68744,0,1,1,100,0,1,471,1,0,1,2,1,1,1,288,326,2524,582,0,0
1,20,82.05449,0,1,0,100,0,0,0,0,1,0,1,0,1,0,407,390,1720,736,1,0
2,35,62.60799,0,0,0,100,0,1,164,1,1,1,1,0,1,0,452,319,541,825,1,1
0,38,96.33416,0,1,0,91,0,0,0,0,1,1,2,0,0,0,214,450,902,645,1,0
2,38,67.38422,0,1,1,100,0,1,28,0,1,0,2,0,1,1,311,328,906,1090,0,0
0,36,106.219,0,0,0,100,0,1,430,1,0,1,2,0,0,1,426,411,966,622,1,0
0,36,57.64913,0,1,1,100,1,1,197,0,1,1,1,1,1,1,307,467,1486,2071,1,1
2,28,73.38217,0,1,0,90,0,1,333,0,1,1,1,0,1,0,200,752,1233,830,1,1
0,31,66.40612,0,0,0,100,0,1,3,0,1,1,3,0,1,0,190,386,559,1071,0,0
2,37,72.34908,0,1,0,100,0,1,1052,0,1,1,2,0,1,0,431,278,812,1613,1,1
0,39,69.56713,0,0,0,100,0,0,0,0,0,0,1,0,0,0,318,251,586,651,1,1
3,35,77.99988,0,1,0,100,0,0,1010,0,1,0,1,0,1,0,373,375,696,939,0,0
0,25,79.38766,0,0,0,100,0,1,9,0,1,0,3,0,1,0,278,716,558,1129,1,0
2,41,75.85785,0,1,0,100,0,1,10,0,1,0,1,0,1,0,227,634,968,1117,0,0
2,25,69.33554,0,1,0,100,0,1,136,1,1,1,1,0,1,0,414,312,720,1066,1,1
3,28,78.54647,0,0,0,100,1,1,5,0,0,0,2,0,1,0,246,290,819,753,1,0
0,26,65.34948,0,0,0,100,0,1,128,1,0,1,3,0,0,1,421,317,858,893,0,0
0,46,72.9287,0,1,0,100,0,0,0,1,1,0,1,0,1,1,419,797,848,1471,0,0
3,27,61.1335,0,1,0,100,0,1,0,0,1,0,1,0,1,0,314,513,564,681,1,0
0,35,67.16,0,1,0,90,0,1,0,1,1,1,3,1,1,0,452,429,2982,1070,1,1
1,47,108.55262,0,1,0,100,0,1,781,0,1,1,3,0,1,0,293,293,1008,935,0,0
0,36,71.43282,0,1,0,100,0,0,0,0,1,0,1,1,0,0,492,395,561,913,0,0
2,25,93.53241,0,0,0,90,0,1,16,1,0,0,2,0,0,0,283,727,567,1115,0,0
3,30,77.56834,0,1,0,90,0,1,819,1,1,1,2,0,1,0,235,435,2443,1231,1,0
3,37,113.15549,0,0,0,100,0,0,0,0,1,0,1,1,1,0,206,323,2029,474,1,0
2,41,76.29044,0,1,0,100,0,1,0,0,1,1,2,0,1,0,271,317,1313,923,1,0
2,36,70.46812,0,0,0,100,0,1,489,0,0,1,3,0,0,1,384,227,629,760,1,0
3,28,75.70458,0,1,0,90,0,1,475,1,1,1,2,0,0,0,183,341,641,468,1,0
2,38,67.47508,1,0,0,100,0,1,111,0,1,1,3,0,1,0,180,408,899,639,0,0
2,35,72.30544,0,1,0,100,0,0,0,0,1,1,1,0,1,0,289,313,665,703,0,0
1,37,77.9646,0,0,0,100,0,0,0,1,1,0,1,0,1,0,354,431,675,1554,1,0
0,36,86.41415,0,1,1,100,0,1,0,1,1,0,1,0,1,1,358,290,1962,665,0,0
2,49,65.77054,0,1,0,90,0,1,16,0,1,0,3,0,0,1,292,248,626,560,1,0
0,26,80.86621,0,0,0,100,0,1,206,0,0,1,2,0,1,0,214,616,1455,942,1,0
0,43,76.40607,0,1,1,100,0,1,33,1,1,1,2,0,0,0,188,540,674,612,1,0
2,39,74.43071,0,0,0,100,0,1,148,1,1,1,3,0,1,1,165,339,817,567,1,1
1,41,69.14259,0,1,0,90,0,1,1090,0,1,1,3,0,1,0,243,291,660,1080,1,1
1,41,65.15728,0,1,1,100,0,0,10,0,1,0,2,0,0,1,270,331,1015,482,1,0
3,31,62.77921,0,0,0,79,0,1,709,0,1,1,3,0,1,0,220,324,735,683,1,1
1,37,79.30257,0,1,0,100,0,1,1368,1,1,1,3,0,1,1,231,312,658,972,0,0
0,30,80.68634,0,1,0,100,0,1,525,0,1,1,3,0,1,0,232,356,972,960,1,0
3,34,70.05338,0,1,0,90,0,0,0,0,1,0,1,0,1,0,373,645,907,660,0,0
0,24,71.77688,0,1,0,100,0,0,515,0,1,0,1,0,1,0,298,253,845,1083,1,0
3,36,70.85708,0,1,0,100,0,1,869,0,1,0,1,0,0,0,184,422,1070,570,1,0
